time	peer	dir	hex	kind	name	detail
2026-09-18T11:00:07.111	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:07.121	processor:33730	rx	81 09 04 47 FF	inquiry	ZoomPosition	
2026-09-18T11:00:07.121	processor:33730	tx	90 50 01 0F 04 00 FF	reply		
2026-09-18T11:00:07.130	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:07.132	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:07.140	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:07.141	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:07.151	processor:33730	rx	81 C2 09 08 FF	inquiry	CameraOutput	
2026-09-18T11:00:07.152	processor:33730	tx	90 50 01 01 FF	reply		
2026-09-18T11:00:10.113	processor:33730	rx	81 09 04 00 FF	inquiry	Power	
2026-09-18T11:00:10.114	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:10.129	processor:33730	rx	81 09 08 01 FF	inquiry	TrackingFraming	
2026-09-18T11:00:10.129	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:10.139	processor:33730	rx	81 09 04 39 FF	inquiry	AutoExposure	
2026-09-18T11:00:10.139	processor:33730	tx	90 50 00 FF	reply		
2026-09-18T11:00:10.148	processor:33730	rx	81 09 04 35 FF	inquiry	WhiteBalance	
2026-09-18T11:00:10.148	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:10.158	processor:33730	rx	81 09 04 38 FF	inquiry	AutoFocus	
2026-09-18T11:00:10.158	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:10.168	processor:33730	rx	81 09 04 33 FF	inquiry	Backlight	
2026-09-18T11:00:10.170	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:10.181	processor:33730	rx	81 09 04 62 FF	inquiry	FreezeFrame	
2026-09-18T11:00:10.182	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:10.207	processor:33730	rx	81 09 04 47 FF	inquiry	ZoomPosition	
2026-09-18T11:00:10.208	processor:33730	tx	90 50 01 0F 04 00 FF	reply		
2026-09-18T11:00:10.222	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:10.222	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:10.238	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:10.239	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:10.269	processor:33730	rx	81 C2 09 08 FF	inquiry	CameraOutput	
2026-09-18T11:00:10.270	processor:33730	tx	90 50 01 01 FF	reply		
2026-09-18T11:00:13.225	processor:33730	rx	81 09 04 00 FF	inquiry	Power	
2026-09-18T11:00:13.226	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:13.241	processor:33730	rx	81 09 08 01 FF	inquiry	TrackingFraming	
2026-09-18T11:00:13.241	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:13.251	processor:33730	rx	81 09 04 39 FF	inquiry	AutoExposure	
2026-09-18T11:00:13.251	processor:33730	tx	90 50 00 FF	reply		
2026-09-18T11:00:13.260	processor:33730	rx	81 09 04 35 FF	inquiry	WhiteBalance	
2026-09-18T11:00:13.260	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:13.270	processor:33730	rx	81 09 04 38 FF	inquiry	AutoFocus	
2026-09-18T11:00:13.270	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:13.280	processor:33730	rx	81 09 04 33 FF	inquiry	Backlight	
2026-09-18T11:00:13.281	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:13.291	processor:33730	rx	81 09 04 62 FF	inquiry	FreezeFrame	
2026-09-18T11:00:13.291	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:13.300	processor:33730	rx	81 09 04 47 FF	inquiry	ZoomPosition	
2026-09-18T11:00:13.302	processor:33730	tx	90 50 01 0F 04 00 FF	reply		
2026-09-18T11:00:13.311	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:13.311	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:13.324	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:13.324	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:13.334	processor:33730	rx	81 C2 09 08 FF	inquiry	CameraOutput	
2026-09-18T11:00:13.334	processor:33730	tx	90 50 01 01 FF	reply		
2026-09-18T11:00:16.303	processor:33730	rx	81 09 04 00 FF	inquiry	Power	
2026-09-18T11:00:16.303	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:16.320	processor:33730	rx	81 09 08 01 FF	inquiry	TrackingFraming	
2026-09-18T11:00:16.320	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:16.329	processor:33730	rx	81 09 04 39 FF	inquiry	AutoExposure	
2026-09-18T11:00:16.331	processor:33730	tx	90 50 00 FF	reply		
2026-09-18T11:00:16.340	processor:33730	rx	81 09 04 35 FF	inquiry	WhiteBalance	
2026-09-18T11:00:16.342	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:16.350	processor:33730	rx	81 09 04 38 FF	inquiry	AutoFocus	
2026-09-18T11:00:16.350	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:16.360	processor:33730	rx	81 09 04 33 FF	inquiry	Backlight	
2026-09-18T11:00:16.361	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:16.370	processor:33730	rx	81 09 04 62 FF	inquiry	FreezeFrame	
2026-09-18T11:00:16.370	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:16.380	processor:33730	rx	81 09 04 47 FF	inquiry	ZoomPosition	
2026-09-18T11:00:16.380	processor:33730	tx	90 50 01 0F 04 00 FF	reply		
2026-09-18T11:00:16.390	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:16.390	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:16.402	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:16.402	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:16.414	processor:33730	rx	81 C2 09 08 FF	inquiry	CameraOutput	
2026-09-18T11:00:16.414	processor:33730	tx	90 50 01 01 FF	reply		
2026-09-18T11:00:19.389	processor:33730	rx	81 09 04 00 FF	inquiry	Power	
2026-09-18T11:00:19.389	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:19.406	processor:33730	rx	81 09 08 01 FF	inquiry	TrackingFraming	
2026-09-18T11:00:19.406	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:19.419	processor:33730	rx	81 09 04 39 FF	inquiry	AutoExposure	
2026-09-18T11:00:19.419	processor:33730	tx	90 50 00 FF	reply		
2026-09-18T11:00:19.429	processor:33730	rx	81 09 04 35 FF	inquiry	WhiteBalance	
2026-09-18T11:00:19.429	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:19.439	processor:33730	rx	81 09 04 38 FF	inquiry	AutoFocus	
2026-09-18T11:00:19.439	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:19.449	processor:33730	rx	81 09 04 33 FF	inquiry	Backlight	
2026-09-18T11:00:19.449	processor:33730	tx	90 50 03 FF	reply		
2026-09-18T11:00:19.458	processor:33730	rx	81 09 04 62 FF	inquiry	FreezeFrame	
2026-09-18T11:00:19.459	processor:33730	tx	90 50 02 FF	reply		
2026-09-18T11:00:19.468	processor:33730	rx	81 09 04 47 FF	inquiry	ZoomPosition	
2026-09-18T11:00:19.468	processor:33730	tx	90 50 01 0F 04 00 FF	reply		
2026-09-18T11:00:19.478	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:19.479	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:19.489	processor:33730	rx	81 09 06 12 FF	inquiry	PanTiltPosition	
2026-09-18T11:00:19.489	processor:33730	tx	90 50 00 03 0E 08 0F 0E 00 0C FF	reply		
2026-09-18T11:00:19.499	processor:33730	rx	81 C2 09 08 FF	inquiry	CameraOutput	
2026-09-18T11:00:19.500	processor:33730	tx	90 50 01 01 FF	reply		
